CODIGO;GRUP;ESTMIN  ;ESTAMAX  ;SALDO   ;PRECOCUSTO ;PREVENDA;UN;CUSTOMED;DESCRICAO
003293;TUBO ROSCA AMANCO 3/4X3MT                         ;0041;00000000;00000000;00000000;000000035000;00001395;UN;00000000
003294;TUBO ROSCA AMANCO  1"X3MT                         ;0041;00000000;00000000;00000000;000000056840;00001750;UN;00000000
003295;TUBO ROSCA AMANCO 11/4X3MT                        ;0041;00000000;00000000;00000100;000000050900;00002350;UN;00000000
003296;TUBO ROSCA AMANCO 11/2X3MT                        ;0041;00000000;00000000;00000000;000000113780;00004000;UN;00000000
003297;TUBO ROSCA PLASTUBOS 1/2X3MT                      ;0041;00000000;00000000;00000000;000000015000;00000850;UN;00000000
003298;TUBO ROSCA TIGRE 11/4X3MT                         ;0041;00000000;00000000;00000000;000000000000;00000000;UN;00000000
003299;TUBO ESG.FORTLEV 150MMX3MT                        ;0041;00000000;00000000;00000000;000000808241;00006590;UN;00000000
003300;TUBO ESG.FORTLEV 150MMX6MT                        ;0041;00000000;00000000;00000000;000000851400;00013150;UN;00000000
003301;TUBO ROSCA CARDINALY 1"X3MT                       ;0041;00000000;00000000;00000000;000000034700;00002290;UN;00000000
003302;TUBO ROSCA TIGRE  1/2X3MT                         ;0041;00000000;00000000;00000000;000000034450;00000950;UN;00000000
003303;TUBO ROSCA TIGRE  3/4X3MT                         ;0041;00000000;00000000;00000000;000000046700;00001350;UN;00000000
003304;TUBO ROSCA TIGRE   2"X3MT                         ;0041;00000000;00000000;00000100;000000112500;00006490;UN;00000000
003305;ALISAR COMPLETO                                   ;0025;00000000;00000000;00000200;000000191240;00003300;UN;00000219
003306;PE€A MADEIRA GUAJARµ 06X11                        ;0025;00000000;00000000;00008100;000000154052;00002450;MT;00000000
003307;PE€A MADEIRA 06X16                                ;0025;00000000;00000000;00000000;000000099000;00002990;MT;00000354
003308;CORALIT BRILH.0,225ML BRANCO                      ;0023;00000000;00000000;00000000;000000066500;00000995;UN;00000000
003309;SATO ESM.SINT.0,225ML M.CONHAQUE                  ;0023;00000000;00000000;00000000;000000049528;00000840;UN;00000000
003310;CORALIT BRILH.0,225ML ALUMINIO                    ;0023;00000000;00000000;00000300;000000074100;00001120;UN;00000279
003311;APARELHO BARBA PROBAK II                          ;0003;00000000;00000000;00000000;000000005555;00000090;UN;00000043
003312;MANGUEIRA P/GAZ 1,25MT                            ;0042;00000000;00000000;00000000;000000032800;00000590;UN;00000384
003313;PIA GRANITEC 120X50                               ;0027;00000000;00000000;00000000;000000228600;00005090;UN;00002286
003314;PIA FIBRA M.FORTE 150 X 050                       ;0027;00000000;00000000;00000900;000000610000;00010790;  ;00000000
003315;PIA FIBRA FIBROMAR 180 X 060 CUBA INOX            ;0027;00000000;00000000;00000000;000001176500;00016900;UN;00004092
003316;AGENDA DO ESTUDANTE                               ;0011;00000300;00000000;00000000;000000017980;00000370;UN;00000179
003317;COLA ISOPOR 90GR                                  ;0011;00000000;00000000;00000000;000000014017;00000210;UN;00000077
003318;CORRETIVO FITA BIC 4,2MMX8M                       ;0011;00000000;00000000;00000000;000000063000;00000895;UN;00000366
003319;TUBO ESG.AMANCO 150MMX3MT                         ;0041;00000300;00000000;00000000;000000123100;00005350;VR;00000000
003320;MARGARIDA N.1                                     ;0024;00000300;00000000;00000000;000000019800;00000350;UN;00000000
003321;MARGARIDA N.4                                     ;0024;00000300;00000000;00000000;000000028800;00000480;UN;00000000
003322;CONECTOR LOU€A BIP.16MM                           ;0022;00000300;00000000;00001200;000000029100;00000480;UN;00000000
003323;SERPENTINA                                        ;0048;00003000;00000000;00000000;000000001000;00000015;RL;00000000
003324;MASCARA DE PAPEL                                  ;0048;00003000;00000000;00000000;000000002000;00000030;UN;00000000
003325;FURADEIRA SKYL IMPACTO 3/8" 1VEL.                 ;0016;00000000;00000000;00000200;000000773851;00014190;CX;00000000
003326;SERRA TICO-TICO SKIL 2VEL.(4121)                  ;0016;00000000;00000000;00000000;000001049200;00015790;UN;00005362
003327;LAMPADA HALOGENA  500W GE                         ;0022;00000500;00000000;00000000;000000051070;00000750;UN;00000000
003328;PLASTICO FLANELADO                                ;0001;00001000;00000000;00000000;000000044900;00000750;MT;00000376
003329;LIXEIRA PEDAL GUARANI 12LT                        ;0007;00000200;00000000;00000000;000000157700;00002590;UN;00000842
003330;COPO LIQUIDIF.ARNO                                ;0007;00000300;00000000;00000800;000000021800;00000430;UN;00000150
003331;METRO AMARELO CHAPEADO 2MT                        ;0016;00001000;00000000;00000000;000000096008;00001490;PT;00000000
003332;TESOURA COZINHA WESTERN                           ;0007;00001000;00000000;00000200;000000039800;00000600;UN;00000000
003333;CREMONA OURO VELHO LOTH                           ;0017;00000500;00000000;00000000;000000057840;00000995;ES;00000000
003334;VARA CREMONA COLONIAL 1,20MT                      ;0017;00000600;00000000;00000000;000000064900;00000995;UN;00000000
003335;CARRANCA COLONIAL PARAF.(PAR)                     ;0017;00000000;00000000;00000000;000000151826;00002280;UN;00000600
003336;REG.ESFERA METAL 1/2                              ;0030;00000600;00000000;00000700;000000048400;00000790;UN;00000295
003337;KIT VASO ECOL GDE                                 ;0024;00000300;00000000;00000000;000000025200;00000420;UN;00000254
003338;VERNIZ SPARLACK D.F SOLAR 0,900ML CEREJEIRA       ;0023;00000400;00000000;00000100;000000177500;00003390;UN;00000000
003339;VERNIZ SPARLACK D.F SOLAR 0,900ML BRILHANTE       ;0023;00000400;00000000;00000000;000000122000;00002290;UN;00000000
003340;COMPRESSOR MINI TURBO 12V FERRARI                 ;0016;00000400;00000000;00000200;000000529500;00007940;UN;00000000
003341;ALICATE BICO LOYAL 6"                             ;0016;00000400;00000000;00000000;000000062900;00000950;UN;00000000
003342;MASSA ACRIL.AGUIA 3600ML                          ;0023;00000400;00000000;00000600;000000171800;00002790;UN;00000000
003343;CANALETA PERLEX 20X10MM 2MT REF2648               ;0022;00000400;00000000;00000000;000000023000;00000350;UN;00000000
003344;SELIM 2MOLAS BEACH SAFARI 328F 19016              ;0015;00000400;00000000;00000000;000000139900;00002095;UN;00000000
003345;GABINETE MODECOL P/PIA 1,50MT                     ;0025;00000300;00000000;00000300;000002091400;00033900;UN;00000000
003346;REJUNTE QUARTZ.MARFIM                             ;0026;00000500;00000000;00003500;000000037700;00000590;UN;00000000
003347;TUBO LIGA€AO SANF.VALEPLAST BRANCO                ;0021;00000500;00000000;00000400;000000020216;00000300;UN;00000000
003348;TUBO LIGA€AO SANF.VALEPLAST METAL                 ;0021;00000400;00000000;00000000;000000048780;00000730;UN;00000000
003349;DUCHA FRIA VALE MAX  7"                           ;0021;00000400;00000000;00000300;000000040500;00000870;UN;00000000
003350;DUCHA FRIA VALE MAX 10"                           ;0021;00000400;00000000;00000800;000000065300;00001430;UN;00000000
003351;ABRA€ADEIRA PLAST.BCA 200X4,8                     ;0018;00000600;00000000;00030600;000000000891;00000015;UN;00000000
003352;PEN DRIVE MULTILASER 8GB (PD103)                  ;0050;00000600;00000000;00000100;000000187700;00003400;UN;00000000
003353;VITRO CRV MAXIAR STAND 50X100 FLOR R120           ;0025;00000600;00000000;00000100;000000908900;00017500;UN;00000000
003354;LUZ EMERGENCIA FOXLUZ                             ;0022;00000600;00000000;00000000;000000225500;00003380;UN;00000000
003355;MANG.SILICONE VIQUA 1/2                           ;0042;00000500;00000000;00029195;000000011643;00000190;UN;00000000
003356;FERROLACK 0.900ML VERDE FOLHA                     ;0023;00000000;00000000;00000300;000000188250;00002890;UN;00000000
003357;ABAFADOR DE RUIDOS PRO-SAFETY                     ;0018;00000600;00000000;00000600;000000046000;00000690;UN;00000212
003358;TORN.HERC C/FILTRO 2880 BICA MOVEL                ;0021;00000200;00000000;00000000;000000298400;00004480;UN;00000220
003359;TELA PLAST.PINT.1,5MTX1"                          ;0033;00001000;00000000;00003700;000000022332;00000350;MT;00000216
003360;JANELA ITAM VENEZ."C" C/GRADE 1,00X1,20           ;0025;00000400;00000000;00000000;000000683100;00019690;UN;00002259
003361;JAN.METALXA VENEZ.C/GRAD.100X100                  ;0025;00000000;00000000;00000300;000001074000;00017190;UN;00000000
003362;PORTA METALXA VENEZIANA 2,10X70                   ;0025;00000000;00000000;00000200;000001045280;00017950;UN;00000000
003363;BLOCO ESPUMA                                      ;0016;00002000;00000000;00003500;000000019000;00000300;UN;00000000
003364;MONTANA ESPELHO EXTERNO                           ;0021;00003000;00000000;00000000;000000032600;00000495;UN;00000115
003365;CABO ENXADA TORNEADO 1,5MTS                       ;0016;00001200;00000000;00000000;000000047500;00000710;UN;00000110
003366;BOTIJAO GAS 2KG VAZIO                             ;0012;00000300;00000000;00000000;000000127500;00003300;UN;00001275
003367;LAMPADA LANTERNA 3EL.ROSCA                        ;0018;00001000;00000000;00000500;000000002000;00000050;UN;00000020
003368;ESCADA DOMESTICA 7DEGRAUS                         ;0025;00000000;00000000;00000000;000000672899;00012890;UN;00000000
003369;BARRA ROSQUEADA 3/16X1MT                          ;0017;00001200;00000000;00001600;000000010235;00000250;UN;00000000
003370;TUBO ELETRODUTO 3/4"                              ;0022;00000600;00000000;00002200;000000048434;00000790;VR;00000201
003371;TUBO ELETRODUTO  1"                               ;0022;00000600;00000000;00001800;000000049483;00001190;VR;00000398
003372;VEDA JUNTA 75GRS                                  ;0013;00001000;00000000;00001900;000000029700;00000480;UN;00000104
003373;REPARO TORN.BIGLU C23 N.4  2058                   ;0021;00000000;00000000;00000000;000000093877;00001490;UN;00000000
003374;BOMBA ENCHER (MAO) METAL                          ;0015;00000600;00000000;00000000;000000067200;00000995;UN;00000306
003375;MOV.CENTRAL 45MM 10PCS                            ;0015;00000600;00000000;00000000;000000023200;00000350;UN;00000226
003376;TUBO SOLDA AMANCO 50MMX6MT                        ;0041;00001000;00000000;00000000;000000339850;00005490;VR;00001804
003377;GIRANDOLA 156 T.MIXTA(3X1)                        ;0034;00000200;00000000;00000000;000000112500;00002400;CX;00000000
003378;GIRANDOLA 468T.MIXTA(12X1)                        ;0034;00000100;00000000;00000000;000000400000;00005900;CX;00000000
003379;GIRANDOLA 156 T.( 3X1)                            ;0034;00000200;00000000;00000000;000000099000;00001490;CX;00000000
003380;APITO DE VARA                                     ;0034;00002000;00000000;00000000;000000003334;00000070;UN;00000025
003381;BOLA BOMBA                                        ;0034;00001200;00000000;00000000;000000008000;00000150;UN;00000050
003382;PLAINA B&D 650W 120V 7698                         ;0016;00000500;00000000;00000100;000002545900;00038190;UN;00000000
003383;FURADEIRA FAMASTIL IMPACTO 500W 127V              ;0016;00000500;00000000;00000000;000000766900;00011590;UN;00000000
003384;SERRA TICO-TICO B&D 450W KS455                    ;0016;00000500;00000000;00000000;000001231200;00018470;UN;00000000
003385;TE SOLDA BUCHA LATAO 25X3/4                       ;0037;00000500;00000000;00000600;000000027711;00000420;UN;00000000
003386;DISJ.DIN MONO  20AMP                              ;0022;00000500;00000000;00001600;000000039733;00000690;UN;00000000
003387;CASCOREZ COMUM 500GR                              ;0013;00000500;00000000;00000000;000000064800;00000990;UN;00000000
003388;BOMBA D'AGUA AFORT                                ;0016;00000500;00000000;00000000;000001100000;00019000;UN;00000000
003389;LAMPIAO DE LED TJ F11                             ;0012;00000500;00000000;00000000;000000100000;00001500;UN;00000000
003390;CONJ.ASSADOR 3P€S                                 ;0007;00000500;00000000;00000000;000000151500;00002270;UN;00000000
003391;PISCINA PLAST.1500LT                              ;0018;00000400;00000000;00000100;000000994005;00017990;UN;00000000
003392;TABUA CARNE RETANG.BAMBOO 30X20                   ;0007;00000500;00000000;00000100;000000106300;00001600;UN;00000000
003393;DISJ.DIN MONO  25AMP                              ;0022;00000500;00000000;00001500;000000038275;00000690;UN;00000000
003394;LAMPADA ELETR.KIAN ESPIRAL 20WATS                 ;0022;00000500;00000000;00001200;000000079755;00001495;UN;00000000
003395;LAMPADA ELETR.KIAN ESPIRAL 25WATS                 ;0022;00000500;00000000;00000800;000000103600;00001550;UN;00000000
003396;SOMBRINHA BOLINHAS REF:5005F                      ;0004;00000500;00000000;00000100;000000189000;00002840;UN;00000000
003397;TUBO SOLDA CORR 40MMX6MT                          ;0041;00000500;00000000;00000000;000000146232;00003390;UN;00000000
003398;TUBO SOLDA CORR 40MMX3MT                          ;0041;00000400;00000000;00000000;000000082800;00001750;MT;00000000
003399;MOURAO EUCALIPTO 8A10 2,20MT                      ;0025;00000400;00000000;00000500;000000083334;00001295;UN;00000000
003400;REPARO REG.BIGLU SOBE DESCE M18 N1 2072           ;0030;00000500;00000000;00000200;000000075304;00001150;UN;00000000
003401;TORN.BIGLU PIA PAREDE 3356 C34 1/4VOLTA           ;0030;00000500;00000000;00000400;000000496551;00007890;UN;00000000
003402;ESCOVA A€O 5P€S UYUS 1"A 3"                       ;0016;00000500;00000000;00000100;000000092230;00001390;JG;00000000
003403;TORN.BIGLU PIA PAREDE B.MOVEL 1154 C50            ;0030;00000500;00000000;00000500;000000422254;00006790;UN;00000000
003404;DISJ.DIN MONO  32AMP                              ;0022;00000500;00000000;00001500;000000039733;00000690;UN;00000000
003405;TORN.BIGLU LAVAT.CROM.7193 C38                    ;0030;00000500;00000000;00000500;000000213822;00003390;UN;00000000
003406;DISJ.DIN MONO  40AMP                              ;0022;00000500;00000000;00000800;000000057050;00000990;UN;00000000
003407;REG.ESF.FORTLEV SOLDA 50MM C/UNIAO                ;0021;00000500;00000000;00000500;000000190529;00002860;UN;00000000
003408;CAIXA LUZ PLAST.3X3                               ;0022;00001000;00000000;00001300;000000002200;00000045;UN;00000010
003409;JOGO CHAVE BOCA IMPORT.06A17                      ;0016;00000300;00000000;00000300;000000106500;00001790;JG;00000302
003410;FERRO ELETR.BLACK/DECKER PLAST.                   ;0010;00000300;00000000;00000100;000000378866;00006540;UN;00002074
003411;SACO ALVEJADO ALG.60X40                           ;0019;00001200;00000000;00002200;000000022722;00000350;UN;00000092
003412;REBITE 4,8X16-3/16X5/8(516)                       ;0017;00010000;00000000;00057900;000000000440;00000015;UN;00000002
003413;MASCARA FILTRADORA                                ;0018;00005000;00000300;00000000;000000001764;00000050;UN;00000018
003414;PENEIRA A.PLAST.FUBA 35                           ;0016;00000300;00000000;00000400;000000058369;00000960;UN;00000311
003415;CAIXA CORREIO FERCAR N.1 PEQ.                     ;0017;00000300;00000000;00000100;000000171600;00002590;UN;00000000
003416;CAIXA CORREIO FERCAR N.2 GR.                      ;0017;00000500;00000000;00000100;000000182000;00003090;UN;00000000
003417;CAIXA CORREIO FERCAR N.3 P/GRADE                  ;0017;00000000;00000000;00000100;000000243000;00003650;UN;00000000
003418;FOGAO 2 BOCAS                                     ;0012;00000200;00000000;00000200;000000235580;00003980;UN;00001179
003419;HIDROPISTOLA LORENZETTI GARDEN                    ;0021;00000300;00000000;00000000;000000095107;00001500;UN;00000000
003420;PORTA CRV STAND LAM.FECH.70 R065                  ;0025;00000300;00000000;00000000;000000974400;00022490;UN;00000000
003421;ROUPEIRO ASTRA TELADO 46X47X62 7 RB5              ;0007;00000500;00000000;00000100;000000420600;00008890;UN;00000000
003422;ESPELHEIRA ASTRA HAVANA 69X62 EPC                 ;0021;00000500;00000000;00000100;000000701000;00014460;UN;00000000
003423;ESCADA ALUM.ALUMASA 5DEGRAUS                      ;0025;00000000;00000000;00000000;000000558820;00008400;UN;00000000
003424;SABONETE MOTIVUS DOCURA BRANCO                    ;0003;00000000;00000000;00000000;000000005258;00000080;UN;00000000
003425;PINO TRIANG.ILUMI REF1427                         ;0022;00000000;00000000;00001800;000000016500;00000250;UN;00000000
003426;LAVADORA ALTA PRESSAO CHIAPERINI 127V             ;0016;00000300;00000000;00000000;000001689000;00025340;UN;00000000
003427;BOMBA ENCHER BOLA (MAO) UYUS T02381               ;0015;00000300;00000000;00000200;000000034700;00000520;UN;00000000
003428;PINO ADAPT.2P FC 3 SAIDAS FRONTAL                 ;0022;00000300;00000000;00000000;000000026280;00000400;UN;00000000
003429;INTER.EXT.PERLEX REDONDO (1080)                   ;0022;00000300;00000000;00000000;000000018146;00000270;UN;00000000
003430;PINO MACHO PERLEX 2P+T (1043)                     ;0022;00000300;00000000;00000300;000000023270;00000350;UN;00000000
003431;CANALETA ILUMI  20X10MM 2MT                       ;0022;00000300;00000000;00000000;000000015560;00000260;UN;00000000
003432;FILTRO REAL N.0 4LT                               ;0024;00000300;00000000;00000000;000000090000;00001350;UN;00000896
003433;FILTRO S.JOAO PREMIUM 06LT 2V                     ;0024;00000000;00000000;00000100;000000771086;00011590;UN;00000000
003434;FILTRO SALUS N2 06LT 1V                           ;0024;00000300;00000000;00000100;000000365640;00005490;UN;00000000
003435;FILTRO SALUS N4 08LT 2V                           ;0024;00000300;00000000;00000000;000000424384;00006390;UN;00001400
003436;FILTRO S.JOAO PREMIUM 08LT 3V                     ;0024;00000300;00000000;00000200;000000840998;00012690;UN;00000000
003437;FILTRO SALUS N5 10LT 3V                           ;0024;00000300;00000000;00000000;000000513510;00007700;UN;00001530
003438;THINNER TEMPO 1001 5LT                            ;0023;00000300;00000000;00000300;000000349200;00005400;LT;00000000
003439;KIT CORTINA 2,5MT MARFIM                          ;0017;00000500;00000000;00001700;000000085280;00001690;UN;00000000
003440;KIT CORTINA 3,0MT MARFIM                          ;0017;00000500;00000000;00001400;000000094800;00002180;UN;00000000
003441;CINTO DUPLA FACE (ESTOJO)                         ;0018;00000200;00000000;00000000;000000049900;00000790;UN;00000000
003442;SUPORTE P/3 DIJUN.REFOR€ADO                       ;0022;00000500;00000000;00000000;000000009200;00000150;UN;00000000
003443;VALVULA POCO DOCOL 1" METAL                       ;0030;00000100;00000000;00000000;000000276600;00004150;UN;00000799
003444;VALVULA POCO DOCOL 3/4 METAL                      ;0030;00000100;00000000;00000000;000000175600;00002650;UN;00000788
003445;JOGO CHAVE ALENN 1,5A6,0MM                        ;0016;00000200;00000000;00000000;000000019900;00000350;JG;00000260
003446;JOGO CHAVE BOCA MAYLE 06A17                       ;0016;00000300;00000000;00000000;000000094400;00001390;JG;00000244
003447;JOGO CHAVE BOCA IMPORT.06A22                      ;0016;00000300;00000000;00000100;000000191800;00002890;UN;00000498
003448;ESCADA ENC.CEDR.12 DEGRAUS (3,50MT)               ;0025;00000200;00000000;00000000;000000729000;00012200;UN;00002193
003449;GARFO PLASTICO C/50                               ;0043;00000500;00000000;00000000;000000012300;00000150;CT;00000000
003450;RECIBO COMERCIAL C/50FL.                          ;0011;00000500;00000000;00000000;000000004280;00000100;BL;00000000
003451;CHAVE COMBINADA 07MM                              ;0016;00000000;00000000;00000500;000000017220;00000260;UN;00000000
003452;TRINCHA ROMA 2"                                   ;0023;00000000;00000000;00000400;000000024500;00000380;MT;00000000
003453;FITA ISOL.3M SCOTH 33+ 20MT                       ;0022;00001000;00000000;00000000;000000127366;00001920;MT;00000000
003454;PISO FORMIGRES DAMME 45 PEI4                      ;0027;00003000;00000000;00005000;000000100700;00001550;MT;00000459
003455;REJUNTE ARGAMIL CINZA ARTICO (ESCURO)             ;0026;00001000;00000000;00002100;000000014020;00000350;KG;00000078
003456;REPARO TORN/DUCHA BIGLU MVI(ATUAL)N.11 2065       ;0030;00000000;00000000;00000400;000000058800;00001090;UN;00000000
003457;KIT PANELINHA 3357-3358-3359-3360-1189            ;0014;00000500;00000000;00000000;000000024500;00000399;CX;00000000
003458;RELOGIO PAREDE RED.TRADICIONAL                    ;0010;00000200;00000000;00000100;000000083900;00001350;UN;00000553
003459;RELOGIO PAREDE QUADR.TRADICIONAL                  ;0010;00000200;00000000;00000000;000000098400;00001480;UN;00000553
003460;CHURRASQUEIRA PANTANAL(46X40X65)                  ;0018;00000300;00000000;00000000;000000257400;00000000;UN;00002574
003461;CONJ.SUCO IDEAL 5P€S                              ;0007;00000300;00000000;00000000;000000120050;00001800;JG;00001502
003462;TE SOLDA RED 25X20                                ;0037;00000300;00000000;00001900;000000011860;00000190;PR;00000413
003463;POTE HERMETICO RED.C/2DIVISOES                    ;0007;00000100;00000000;00000000;000000032000;00000490;UN;00000000
003464;REG.ESFERA METAL 1"                               ;0030;00000300;00000000;00000300;000000072425;00001690;UN;00000640
003465;CONJ.MECTRONIC 4X2 1TC SIMP.                      ;0022;00000200;00000000;00002900;000000019900;00000300;CX;00000000
003466;GARRAFA PLAST.SUMMER 2LT                          ;0007;00000200;00000000;00000700;000000036700;00000560;JG;00001088
003467;MARINEX ASSAD.RET.GDE(35CM)81653641               ;0007;00000300;00000000;00000000;000000087600;00001350;UN;00000876
003468;ARRUELA LISA 1"                                   ;0017;00000000;00000000;00003800;000000005458;00000100;UN;00000000
003469;CONJ.MECTRONIC 4X2 1TC+1TOM                       ;0022;00000100;00000000;00000000;000000037700;00000570;CX;00000000
003470;INOX COLHER DE ARROZ                              ;0052;00000400;00000000;00000100;000000021856;00000390;UN;00000122
003471;ALAVANCA FERRO 1"X 1,50MT                         ;0016;00000200;00000000;00000000;000000534777;00008020;UN;00000000
003472;FACA P/CHURRASCO 22300/05                         ;0007;00000500;00000000;00000000;000000016000;00000260;UN;00000000
003473;INOX COLHER CHA                                   ;0052;00001000;00000000;00000500;000000003786;00000070;UN;00000000
003474;INOX COLHER CAFE                                  ;0052;00001000;00000000;00000000;000000001500;00000055;UN;00000000
003477;INOX GARFO MESA                                   ;0052;00001000;00000000;00002000;000000008334;00000125;UN;00000035
003478;INOX COLHER MESA                                  ;0052;00001000;00000000;00001800;000000007986;00000130;UN;00000035
003479;SUPORTE P/COADOR CAFE CROMADA                     ;0007;00000000;00000000;00000000;000000106400;00001710;UN;00000000
003480;ABRIDOR DE GARRAFA EBERLE                         ;0007;00001000;00000000;00004900;000000001200;00000199;UN;00000000
003481;ABRIDOR DE GARRAFA GALVANIZADA                    ;0007;00001000;00000000;00003400;000000005500;00000099;UN;00000000
003482;CONJ.XICARA EVA PLAST.(C/3)                       ;0007;00000300;00000000;00001100;000000015000;00000250;JG;00000000
003483;INOX PEGA GELO                                    ;0052;00000500;00000000;00000500;000000008000;00000330;UN;00000000
003484;INOX PEGA MASSA                                   ;0052;00000500;00000000;00000400;000000011000;00000570;UN;00000000
003485;INOX CINZEIRO                                     ;0052;00000500;00000000;00000600;000000023000;00000600;UN;00000000
003486;INOX PLAINA P/QUEIJO                              ;0052;00000500;00000000;00001000;000000040000;00001460;UN;00000000
003487;INOX CONJ.P/SALADA 2P€S                           ;0052;00000100;00000000;00000000;000000119100;00001890;UN;00000000
003488;INOX PORTA GUARDANAPO                             ;0052;00000300;00000000;00000000;000000030000;00000600;UN;00000000
003489;ALICATE BICO US'TOOLS 6"                          ;0016;00000300;00000000;00000000;000000073236;00001550;UN;00000329
003490;JOGO PE GELADEIRA PLASTICO                        ;0007;00000300;00000000;00000000;000000044600;00000670;JG;00000184
003491;PENEIRA A.MADEIRA ARROZ 50                        ;0016;00000300;00000000;00000000;000000063340;00000550;UN;00000000
003492;FUZIVEL VIDRO 15MMX03AMP                          ;0022;00000600;00000000;00003900;000000002600;00000060;UN;00000000
003493;FUZIVEL VIDRO 25MMX10AMP                          ;0022;00000600;00000000;00000400;000000002380;00000060;UN;00000000
003494;FUZIVEL VIDRO 31MMX05AMP                          ;0022;00000600;00000000;00002000;000000002600;00000060;UN;00000000
003495;FUZIVEL VIDRO 31MMX10AMP                          ;0022;00000600;00000000;00000700;000000002600;00000060;UN;00000000
003496;BARRA ROSQUEADA 5/16X1MT                          ;0017;00000600;00000000;00002700;000000022900;00000450;UN;00000103
003497;BARRA ROSQUEADA 3/8 X1MT                          ;0017;00000600;00000000;00001700;000000039150;00000690;UN;00000175
003498;PARAF.SEXT.SOBER 1/4X75                           ;0028;00003000;00000000;00014300;000000002748;00000045;UN;00000010
003499;PARAF.SEXT.SOBER 5/16X65                          ;0028;00003000;00000000;00010200;000000003279;00000050;UN;00000015
003500;PARAF.SEXT.SOBER 5/16X75                          ;0028;00003000;00000000;00001300;000000004169;00000065;UN;00000015
003501;TUBO ELETRODUTO 11/2                              ;0022;00000300;00000000;00001000;000000139250;00002250;UN;00000590
003502;CURVA ELETROD.90  11/2                            ;0022;00000600;00000000;00000000;000000019342;00000490;UN;00000099
003503;LUVA ELETRODUTO PVC 11/2"                         ;0022;00000600;00000000;00002100;000000014120;00000255;UN;00000115
003504;FACA PEIXEIRA TRAMONTINA 22950/6                  ;0007;00000300;00000000;00000000;000000053500;00000810;UN;00000000
003505;PAN.PRESSAO GLOBO  7,0LTS                         ;0008;00000200;00000000;00000000;000000238200;00000000;UN;00000000
003506;INOX FAQUEIRO C/PLAST.24P€S                       ;0052;00000300;00000000;00000000;000000121702;00002100;CX;00000961
003508;ARANDELA ALUMINIO                                 ;0022;00000200;00000000;00000300;000000134000;00001995;UN;00000000
003509;LIXEIRA C/TAMPA 32LTS                             ;0007;00000300;00000000;00000400;000000102286;00001790;UN;00000498
003510;GRELHA CHURRASCO IRIL 35X60                       ;0018;00000100;00000200;00000000;000000140500;00002100;JG;00000576
003511;CANETA MARCADOR INDUSTRIAL IRWIN                  ;0011;00000000;00000000;00001000;000000034766;00000530;UN;00000000
003512;MARINEX ASSAD.RET.39X23 36417                     ;0007;00000300;00000000;00000000;000000108350;00001690;UN;00000659
003513;MARINEX ASSAD.OVAL 1,6LT 43410                    ;0007;00000300;00000000;00000000;000000060367;00000990;UN;00000793
003514;TIGELA VIDRO BELLA 3LT                            ;0007;00000200;00000000;00000000;000000128500;00001930;CX;00000000
003515;OLEO DE PEROBA 100ML                              ;0019;00000300;00000000;00000000;000000013700;00000200;UN;00000137
003516;VERNIZ SPARLACK COPAL BRILH.0,225ML               ;0023;00000500;00000000;00000900;000000062600;00000940;LT;00000184
003517;LUKSCOLOR VERNIZ COPAL 0,900ML                    ;0023;00000000;00000000;00000000;000000101725;00001530;LT;00000000
003518;BANDEIRA DO BRASIL                                ;0018;00000500;00000000;00000000;000000029000;00000600;UN;00000000
003519;CORTINA BOX PVC C/VISOR 138X180                   ;0001;00000600;00000000;00000000;000000089800;00002430;UN;00000599
003520;CORALIT FOSCO 0,900ML PRETO                       ;0023;00000300;00000000;00000000;000000061800;00001290;LT;00000000
003521;PAN.PRESSAO SAO JORGE 10,0LTS                     ;0008;00000000;00000000;00000600;000000540000;00009590;UN;00006145
003522;PRATO DURALEX AMBAR RASO                          ;0007;00001200;00000000;00000000;000000013978;00000210;UN;00000075
003523;BARRA ROSQUEADA 1/4 X1MT                          ;0017;00000500;00000000;00001800;000000023840;00000390;UN;00000069
003524;RESIST.LORENZ.TRADI€AO 127/4600W                  ;0022;00000500;00000000;00000700;000000071720;00001750;UN;00000333
003525;GRAXA 400GR                                       ;0019;00000600;00000000;00000000;000000056200;00000850;LT;00000116
003526;FOICE TRAMONT.SERRILHA                            ;0016;00000300;00000000;00000400;000000152900;00002295;UN;00000277
003527;DESENTUPIDOR P/PIA                                ;0007;00000600;00000000;00001300;000000024700;00000390;UN;00000000
003528;PORCA SEXTAVADA 1/2                               ;0017;00003000;00000000;00004700;000000001701;00000050;UN;00000005
003529;TABUA PASSAR MADEIRA C/TOM.40CM                   ;0007;00000200;00000000;00000000;000000165000;00002490;UN;00001650
003530;TABUA PASSAR DOMINIQUE                            ;0007;00000200;00000000;00000200;000000235820;00003590;UN;00001650
003531;TABUA PASSAR ATLANTIDA                            ;0007;00000200;00000000;00000000;000000151700;00002290;UN;00001159
003532;CORTINA JAN.TECIDO BT 2.8X3.0MT                   ;0020;00000300;00000000;00000100;000000479000;00007990;UN;00000000
003533;CORTINA JAN.FORRO-CL BT 2,8X3,0MT                 ;0020;00000000;00000000;00000200;000000766200;00012590;UN;00000000
003534;TOALHA DE MESA TECIDO                             ;0020;00000300;00000000;00000000;000000020000;00000399;UN;00000200
003535;PARAF.FENDA 4,2X20  3/4X8                         ;0028;00005000;00000000;00037400;000000000330;00000007;UN;00000001
