CODIGO,GRUP,ESTMIN  ,ESTAMAX  ,SALDO   ,PRECOCUSTO ,PREVENDA,UN,CUSTOMED,DESCRICAO
000098,0018,00000000,00000000,00000500,000000028200,00000500,PR,00000000,LUVA MUCAMBO AZUL XG                              
000099,0016,00000000,00000000,00000300,000000124600,00001995,UN,00000000,ALICATE CORTE DIAGONAL STARFER 6"                 
000100,0016,00000000,00000000,00000000,000000064766,00001050,UN,00000349,ALICATE BICO STARFER 6"                           
000101,0023,00000000,00000000,00000400,000000148500,00002290,LT,00000360,AGUIA ACRIL.3600ML PEROLA                         
000102,0022,00000000,00000000,00000500,000000020250,00000310,UN,00000000,INTER.EXT.ILUMI CAMPAINHA                         
000103,0006,00000000,00000000,00017665,000000021900,00000330,MT,00000083,MURIM 80CM                                        
000104,0006,00000000,00000000,00001469,000000058900,00000890,MT,00000289,TECIDO CAPRI TINTO                                
000105,0037,00000600,00000000,00000700,000000059400,00000895,UN,00000212,COLAR DE TOMADA 50X3\4                            
000106,0016,00000000,00000000,00000000,000000753600,00010900,UN,00000000,TORNO BANCADA N4 STARFER                          
000107,0023,00000000,00000000,00000100,000000286254,00004550,UN,00000130,VERNIZ AGUIA COPAL 3600ML                         
000108,0007,00000000,00000000,00000000,000000062900,00000950,MT,00000000,POTE PLAST.RETANGULAR 4170ML                      
000109,0007,00000300,00000000,00000000,000000048800,00000740,MT,00000435,POTE PLAST.ORGANIZADORA 4500ML                    
000110,0055,00000000,00000000,00000000,000000025000,00000600,MT,00000000,OLEO MOTOR 2T 500ML                               
000111,0012,00000000,00000000,00000100,000000100000,00001650,MT,00000000,CAPA P/GAIOLA(04)                                 
000112,0012,00000000,00000000,00000600,000000090000,00001500,MT,00000598,CAPA P/GAIOLA(02)                                 
000113,0004,00000000,00000000,00000000,000000099000,00001590,UN,00000000,GUARDA-CHUVA BARRACAO 75CM                        
000114,0004,00001500,00000000,00000000,000000055000,00000750,UN,00000547,GUARDA-CHUVA MAGICO                               
000115,0004,00000400,00000000,00000400,000000069000,00001090,UN,00000650,GUARDA-CHUVA AUTOMATICO                           
000116,0004,00000300,00000000,00000000,000000044000,00000660,UN,00000440,GUARDA-CHUVA CRIAN€A                              
000117,0004,00001500,00000000,00000000,000000099000,00001490,UN,00000472,SOMBRINHA MINI RENDADA                            
000118,0004,00000600,00000000,00000000,000000000000,00000000,UN,00000000,SOMBRINHA AUTOMATICA                              
000119,0004,00000500,00000000,00000600,000000129000,00001940,UN,00000000,SOMBRINHA MINI SEDA                               
000120,0004,00000500,00000000,00000000,000000045000,00000690,UN,00000000,SOMBRINHA MAGICA COLONIAL                         
000121,0004,00000300,00000000,00000000,000000000000,00000000,UN,00000000,SOMBRINHA COLONIAL INFANTIL                       
000122,0004,00000300,00000000,00000000,000000000000,00000000,UN,00000000,SOMBRINHA INFANTIL COMUM                          
000123,0004,00000500,00000000,00002300,000000055000,00000890,UN,00000492,SOMBRINHA MINI MAGICA                             
000124,0011,00001200,00000000,00000000,000000000680,00000030,UN,00000000,TABUADA BARKER                                    
000125,0001,00001200,00000000,00000000,000000014000,00000249,UN,00000140,LEN€O DE CABE€A                                   
000126,0009,00001000,00000000,00001000,000000315000,00005490,PR,00000000,BOTINA DA SERRA                                   
000127,0009,00000000,00000000,00002000,000000335000,00005490,PR,00000000,BOTINA DA SERRA INFANTIL                          
000128,0009,00000000,00000000,00000300,000000065000,00001200,PR,00000000,SAPATO MASC.PIRANQUEIRO                           
000129,0032,00000000,00000000,00000000,000001186318,00020790,UN,00000000,CAIXA FIBROMAR POLIET. 500LT                      
000130,0016,00000000,00000000,00000000,000000240000,00003600,UN,00000000,MACHADO                                           
000131,0032,00000000,00000000,00000000,000004723500,00076900,UN,00000000,CAIXA FIBROMAR POLIET.2000LT                      
000132,0009,00000600,00000000,00000000,000000149053,00002250,PR,00000000,BOTA PVC PEGA FORT PTA 43/44                      
000133,0018,00000000,00000000,00000100,000000041550,00000715,PR,00000000,LUVA MUCAMBO PRETO XG                             
000134,0018,00003000,00000000,00013300,000000000448,00000010,UN,00000000,ABRA€ADEIRA PLAST.PTA 200X2,5                     
000135,0032,00002000,00000000,00000100,000000869888,00014690,UN,00000000,CAIXA FIBROMAR POLIET. 250LT                      
000136,0022,00000000,00000000,00000000,000000166200,00002495,UN,00000000,CHAVE FACA REVERSIVEL 2X30AMP                     
000137,0011,00005000,00000000,00000000,000000003130,00000050,FL,00000000,PAPEL CREPON                                      
000138,0011,00001800,00000000,00002600,000000003584,00000060,FL,00000029,PAPEL CELOFANE COR                                
000139,0011,00005000,00000000,00000000,000000003984,00000060,FL,00000034,PAPEL CAMUR€A                                     
000140,0011,00002000,00000000,00000000,000000002945,00000050,FL,00000017,PAPEL LAMINADO PRATA                              
000141,0011,00003000,00000000,00000800,000000000980,00000040,FL,00000009,PAPEL SILUETA OU DOBRADURA                        
000142,0011,00003000,00000000,00000000,000000005245,00000090,FL,00000022,PAPEL CARTAO                                      
000143,0011,00003000,00000000,00000600,000000003255,00000050,FL,00000024,PAPEL COLOR SET OU DUPLICOLOR                     
000144,0011,00010000,00000000,00005700,000000003572,00000050,FL,00000015,CARTOLINA                                         
000145,0011,00040000,00000000,00000000,000000000475,00000010,FL,00000002,PAPEL ALMA€O C/PAUTA                              
000146,0011,00040000,00000000,00008700,000000000100,00000010,FL,00000000,PAPEL ALMA€O S/PAUTA                              
000147,0011,00003000,00000000,00002600,000000027356,00000420,PT,00000185,PAPEL OFICIO PCT/100FLS                           
000148,0011,00000000,00000000,00000000,000000020900,00000430,FL,00000001,PAPEL OFICIO COLORIDO C/100                       
000149,0011,00010000,00000000,00009400,000000005535,00000100,FL,00000000,PAPEL KRAFT OURO 80X120                           
000150,0011,00000000,00000000,00000000,000000004907,00000075,FL,00000012,PAPEL PRESENTE NATAL 60X100                       
000151,0011,00000000,00000000,00018600,000000000911,00000020,FL,00000005,PAPEL SEDA                                        
000152,0011,00002000,00000000,00000000,000000001324,00000025,FL,00000013,PAPEL CARBONO                                     
000153,0011,00003000,00000000,00000000,000000001000,00000025,FL,00000000,PAPEL MANILHA ROSA                                
000154,0011,00010000,00000000,00006100,000000003020,00000050,FL,00000019,PAPEL HECTOGRAFICO ROXO                           
000155,0011,00000000,00000000,00000000,000000005300,00000180,FL,00000000,PAPEL HECTOGRAFICO VERDE                          
000156,0011,00001500,00000000,00003200,000000010066,00000180,FL,00000051,PAPEL HECTOGRAFICO VERMELHO                       
000157,0011,00020000,00000000,00076700,000000000268,00000010,UN,00000001,ENVELOPE CARTA AEREO                              
000158,0011,00020000,00000000,00001700,000000000382,00000010,UN,00000001,ENVELOPE OFICIO BRANCO                            
000159,0011,00005000,00000000,00015000,000000001001,00000020,UN,00000000,ENVELOPE PARDO NAT.200X280                        
000160,0011,00005000,00000000,00005800,000000001924,00000030,UN,00000006,ENVELOPE PARDO NAT.240X340                        
000161,0011,00010000,00000000,00007400,000000006566,00000100,UN,00000029,CANETA ESFER.BIC CRISTAL                          
000162,0011,00005000,00000000,00000000,000000003975,00000060,UN,00000036,CANETA ESFER.FABER FIX FINA                       
000163,0022,00000000,00000000,00000100,000000106453,00001595,UN,00000000,CAIXA DISJ+TOM P/AR COND.ILUMI                    
000164,0011,00002400,00000000,00000000,000000018414,00000280,CX,00000101,LAPIS COR M/LAP 12COR WINNER FABER                
000165,0011,00002400,00000000,00000000,000000030790,00000460,CX,00000134,LAPIS COR INT.12COR.WINNER FABER                  
000166,0011,00000500,00000000,00000000,000000044634,00000690,CX,00000215,LAPIS COR INT.24COR WINNER FABER                  
000167,0011,00001200,00000000,00000000,000000006019,00000100,UN,00000060,LAPISEIRA 0,7MM GRAFITE BIC                       
000168,0011,00001200,00000000,00000000,000000015910,00000360,UN,00000143,LAPISEIRA POLY 0,5 MM F.CASTEL                    
000169,0011,00001200,00000000,00000000,000000015910,00000240,UN,00000157,LAPISEIRA POLY 0,7 MM F.CASTEL                    
000170,0011,00001200,00000000,00000000,000000018917,00000295,UN,00000098,LAPISEIRA POLY 1,6MM SUPER F.CASTEL               
000171,0011,00001200,00000000,00000000,000000004965,00000100,CX,00000048,GIZ CERA 12CORES TURMA MONICA                     
000172,0011,00000600,00000000,00000000,000000013486,00000200,CX,00000078,GIZAO CERA TURMA MONICA 12COR.                    
000173,0011,00002000,00000000,00003400,000000000800,00000020,UN,00000000,GIZ CERA ESTACA F.CASTEL                          
000174,0008,00000000,00000000,00000000,000000108900,00002090,UN,00001298,CANECAO ALUM.SAO JORGE 18                         
000175,0011,00000000,00000000,00000600,000000061500,00000950,ET,00000000,CANETA HIDROG.NEO PEN GIGANTE 12COR.              
000176,0011,00000000,00000000,00001200,000000036000,00000540,ET,00000000,CANETA HIDROG.NEO PEN GIGANTE 06COR.              
000177,0011,00000000,00000000,00000000,000000005985,00000100,ET,00000069,CARTOLINA LAMINADA                                
000178,0011,00000400,00000000,00000000,000000045600,00000000,ET,00000456,CANETA HIDROG.MALETA CLUB 30CORES(B-209)          
000179,0011,00002000,00000000,00001000,000000013833,00000225,CX,00000000,MASSA MODELAR C/06 ROLOS                          
000180,0011,00000500,00000000,00000200,000000033900,00000495,CX,00000219,MASSA MODELAR 500GR                               
000181,0011,00000300,00000000,00002400,000000006066,00000120,UN,00000027,COLA BRANCA  40GR                                 
000182,0011,00002400,00000000,00002300,000000010416,00000195,UN,00000052,COLA BRANCA  90GR                                 
000183,0011,00000600,00000000,00000100,000000026921,00000430,UN,00000178,COLA BRANCA 500GR                                 
000184,0013,00000000,00000000,00000900,000000058230,00000895,CA,00000000,COLA ADESIVA 175GRS FRASCO PINCEL                 
000185,0011,00000600,00000000,00000200,000000047200,00000710,CX,00000000,COLA COLORIDA C/6CORES ACRILEX                    
000186,0011,00000200,00000000,00000200,000000089600,00001390,UN,00000000,CALCULADORA KENKO KK-3181A                        
000187,0010,00000500,00000000,00000000,000000092080,00001390,UN,00000744,RELOGIO DESPERT.HERWEG (REF 2220)                 
000188,0007,00000600,00000000,00000000,000000172808,00002575,UN,00000964,GARRAFA TERM.INV.LIDER 1LT                        
000189,0011,00000600,00000000,00000000,000000018100,00000495,UN,00000000,ESTOJO ESCOLAR FLAMENGO                           
000190,0011,00002000,00000000,00002400,000000023755,00000360,UN,00000078,PINCEL ATOMICO PILOT 1100-P                       
000191,0011,00000000,00000000,00000000,000000008383,00000130,UN,00000000,PINCEL ATOMICO COMPACTOR                          
000192,0011,00003000,00000000,00000000,000000001000,00000030,RL,00000010,FITA ADES.TRANSP.12X05MT                          
000193,0011,00003000,00000000,00002700,000000002870,00000045,RL,00000015,FITA ADES.TRANSP.12X10MT                          
000194,0011,00003000,00000000,00000000,000000002980,00000060,RL,00000029,FITA ADES.TRANSP.12X20MT                          
000195,0011,00001000,00000000,00002100,000000007340,00000270,RL,00000031,FITA ADES.TRANSP.12X40MT                          
000196,0011,00001200,00000000,00002900,000000019900,00000325,RL,00000118,FITA CREPE 19MMX50MTS                             
000197,0011,00001200,00000000,00000200,000000007194,00000150,RL,00000037,PLAST.ENCAPAR LISO 2MT                            
000198,0011,00001200,00000000,00000000,000000009761,00000160,RL,00000099,PLASTIFOLHA SORTIDO 2MT                           
000199,0011,00000000,00000000,00000100,000000020700,00000350,UN,00000000,PASTA POLIONDA C/AL€A 505X350X20                  
000200,0011,00002000,00000000,00000000,000000005464,00000090,UN,00000033,CHAPA ISOPOR 05MM                                 
000201,0011,00001000,00000000,00000700,000000011760,00000190,UN,00000067,CHAPA ISOPOR 10MM                                 
000202,0011,00001000,00000000,00000500,000000018375,00000290,UN,00000101,CHAPA ISOPOR 15MM                                 
000203,0011,00001000,00000000,00000000,000000022767,00000350,UN,00000138,CHAPA ISOPOR 20MM                                 
000204,0011,00001000,00000000,00000000,000000002670,00000050,RL,00000000,FITA ADESIVA COLOR.10MT                           
000205,0011,00000500,00000000,00001700,000000028100,00000450,UN,00000120,COMPASSO JOLLY COMPACTOR                          
000206,0011,00000200,00000000,00000000,000000059800,00000900,CX,00000598,PERFURADOR PAPEL GRAMPILINE                       
000207,0011,00000300,00000000,00000600,000000046700,00000700,CX,00000000,GRAMPO P/GRAMPE.26/6 C/5000                       
000208,0011,00001500,00000000,00001100,000000012900,00000270,CX,00000058,PERCEVEJO LATONADO C/100 PRAYON                   
000209,0011,00001200,00000000,00000000,000000005609,00000090,CX,00000028,GRAFITE 0,5MM                                     
000210,0011,00001200,00000000,00000000,000000008066,00000130,CX,00000025,GRAFITE 0,7MM                                     
000211,0011,00001200,00000000,00001300,000000005942,00000170,CX,00000031,GRAFITE 1,6MM F.CASTEL                            
000212,0011,00001200,00000000,00000000,000000004539,00000110,UN,00000058,TESOURA ESCOLAR S/PONTA                           
000213,0011,00002400,00000000,00026100,000000001522,00000030,UN,00000006,APONTADOR REDONDO SIMPLES                         
000214,0011,00010000,00000000,00000000,000000001363,00000030,UN,00000009,LAPIS PRETO FANTASIA                              
000215,0011,00002000,00000000,00004400,000000008650,00000150,UN,00000000,BORRACHA VERDE MERCUR CLEAN                       
000216,0016,00000000,00000000,00000100,000000042133,00000660,UN,00000000,CORTADOR P/VIDRO PROF.GUEPAR                      
000217,0011,00005000,00000000,00000000,000000002598,00000040,FL,00000016,PAPEL LAMINADO COR                                
000218,0011,00003000,00000000,00000000,000000002005,00000050,UN,00000000,BORRACHA BRANCA 40 RECORD MERCUR                  
000219,0011,00003000,00000000,00000000,000000001493,00000040,UN,00000000,BORRACHA BRANCA 60 RECORD MERCUR                  
000220,0011,00003600,00000000,00007300,000000003816,00000060,UN,00000017,TINTA GUACHE  15ML                                
000221,0011,00002000,00000000,00000000,000000003700,00000060,UN,00000000,TINTA TECIDO 40ML A.PAINT                         
000222,0011,00000000,00000000,00000000,000000004800,00000070,UN,00000000,TINTA PLAST.15ML ART PAINT                        
000223,0011,00000000,00000000,00000000,000000014900,00000210,UN,00000000,REABAST.PINCEL ATOMICO PILOT                      
000224,0011,00000500,00000000,00000000,000000103400,00001550,UN,00001034,LANCHEIRA PIU PIU C/GARRAF.TERMICA                
000225,0011,00002400,00000000,00006100,000000004390,00000090,UN,00000000,CADERNETA 1/16 ESP.40FLS                          
000226,0011,00006000,00000000,00001900,000000008315,00000150,UN,00000000,CADERNO 1/4 BROCH.48FL                            
000227,0011,00005000,00000000,00002200,000000015170,00000240,UN,00000000,CADERNO 1/4 BROCH.96FL                            
000228,0011,00001500,00000000,00000000,000000004005,00000080,UN,00000027,CADERNO 1/4 BROCH.40FL CALIGRAFIA                 
000229,0011,00001000,00000000,00000100,000000005410,00000110,UN,00000000,CADERNO 1/4 BROCH.48FL DESENHO                    
000230,0011,00002000,00000000,00002200,000000023860,00000370,UN,00000000,CADERNO 1/4 C/DURA 96FL                           
000231,0011,00002000,00000000,00001800,000000010380,00000190,UN,00000000,CADERNO 1/4 ESPIRAL  48FLS                        
000232,0011,00004000,00000000,00001800,000000017030,00000260,UN,00000000,CADERNO 1/4 ESPIRAL  96FLS                        
000233,0011,00003000,00000000,00000000,000000034180,00000510,UN,00000235,CADERNO 1/4 ESPIRAL 200FLS                        
000234,0011,00002000,00000000,00009600,000000003800,00000190,UN,00000035,CADERNO 1/4 ESPI.48FL DESENHO                     
000235,0011,00002000,00000000,00005100,000000007000,00000310,UN,00000065,CADERNO 1/4 ESPI.96FL DESENHO                     
000236,0011,00001800,00000000,00000000,000000013167,00000200,UN,00000080,CADERNO BROCHURAO 60FL                            
000237,0011,00001800,00000000,00001600,000000024800,00000390,UN,00000000,CADERNO BROCHURAO 80FL                            
000238,0011,00002000,00000000,00000300,000000013265,00000290,UN,00000081,CADERNO CARTOGRAFIA 48F S/SEDA                    
000239,0011,00002400,00000000,00000900,000000032470,00000550,UN,00000000,CADERNO CARTOGRAFIA 96F S/SEDA                    
000240,0011,00003000,00000000,00001000,000000028370,00000450,UN,00000000,CADERNO UNIV. 1X1  96FL                           
000241,0011,00003000,00000000,00001000,000000028370,00000450,UN,00000000,CADERNO UNIV. 4X1  96FL                           
000242,0011,00003000,00000000,00000000,000000032790,00000495,UN,00000171,CADERNO UNIV. 6X1 120FL                           
000243,0011,00003000,00000000,00000000,000000041380,00000620,UN,00000221,CADERNO UNIV. 8X1 160FL                           
000244,0011,00003000,00000000,00002000,000000056840,00000995,UN,00000249,CADERNO UNIV.10X1 200FL                           
000245,0011,00000000,00000000,00000400,000000099000,00001595,UN,00000000,CADERNO UNIV.C.DURA 15X1 300FL                    
000246,0011,00001500,00000000,00000000,000000059050,00000890,UN,00000398,CADERNO UNIV.C.DURA 10X1 200FL                    
000247,0011,00001200,00000000,00000800,000000126400,00001995,UN,00000000,CADERNO UNIV.C.DURA 20X1 400FL                    
000248,0011,00000000,00000000,00001600,000000011630,00000190,UN,00000035,PASTA PAPELAO ABA/ELASTICO                        
000249,0011,00000000,00000000,00003000,000000009210,00000150,UN,00000026,PASTA PAPELAO GRAMPO/TRILHO                       
000250,0011,00000000,00000000,00007000,000000008300,00000140,UN,00000000,CARTOES PARANA CARD`S                             
000251,0008,00000000,00000000,00000200,000000009000,00000890,UN,00000000,TABULEIRO GALV.GAZARRA 24X34                      
000252,0007,00000600,00000000,00000200,000000030200,00000600,UN,00000000,PROTETOR DE ALIMENTOS 40CM                        
000253,0007,00000000,00000000,00000000,000000019100,00000290,UN,00000000,FUNIL GIGANTE                                     
000254,0007,00000000,00000000,00000000,000000052300,00000790,UN,00000000,POTE PLAST.OVAL FREEZ.MICROON.4000ML              
